yyyy,mm,tmax,tmin,af,rain,sun,airport
1967,9,17.7,10.9,0,59.4,116.5,oxford
1967,10,14.2,8.8,0,121.7,95.1,oxford
1967,11,8.9,3,5,29.2,69.2,oxford
1967,12,7.1,2,12,63.3,70.6,oxford
1968,1,7.3,2,8,57.9,50,oxford
1968,2,4.7,-0.1,16,26.8,54,oxford
1968,3,10.8,3.6,5,19.5,148.5,oxford
1968,4,13,4.4,6,46.1,184.5,oxford
1968,5,14.5,6.7,0,66.2,155,oxford
1968,6,19.9,11.4,0,69.2,206.6,oxford
1968,7,19.7,12,0,141.6,136.2,oxford
1968,8,19.4,12.3,0,91.7,124,oxford
1968,9,18,11.1,0,108.3,114.9,oxford
1968,10,15.8,10.6,0,67.7,66.5,oxford
1968,11,8.9,4.6,3,54.5,47.9,oxford
1968,12,5.1,1.1,11,63.6,35.9,oxford
1969,1,8.6,3.6,6,74.9,40,oxford
1969,2,4.2,-0.9,16,39.9,78.1,oxford
1969,3,7.3,1.1,8,48.3,70.5,oxford
1969,4,13.1,3.7,5,37,221.3,oxford
1969,5,16.4,8.3,0,88.8,161.9,oxford
1969,6,19.9,9.5,0,20.7,276.9,oxford
1969,7,23.2,13.1,0,49,243.8,oxford
1969,8,21.3,13.2,0,87.9,157.5,oxford
1969,9,17.7,10.8,0,32.8,97.4,oxford
1969,10,16.7,9.9,0,5,112,oxford
1969,11,9,3.2,5,52,84.6,oxford
1969,12,6,1.2,9,72.9,35.6,oxford
1970,1,6.6,1.9,10,66.6,34.5,oxford
1970,2,6.6,0.6,11,49.2,115.9,oxford
1970,3,7.6,0.6,12,45.8,120.8,oxford
1970,4,11.3,3.8,3,75.9,132.7,oxford
1970,5,18.8,8.7,0,22.9,224.8,oxford
1970,6,22.4,11.6,0,43,270.9,oxford
1970,7,20.4,11.9,0,42.3,192.4,oxford
1970,8,21,12.2,0,51.9,185.6,oxford
1970,9,19.4,11.2,0,40.3,157.3,oxford
1970,10,15,7.4,0,19.5,106.2,oxford
1970,11,11.4,5.6,1,150.3,64.7,oxford
1970,12,6.7,1.8,13,33.9,43.8,oxford
1971,1,7.2,2.5,7,105.3,42.1,oxford
1971,2,7.9,1.5,8,22.1,69.5,oxford
1971,3,8.7,2.2,8,42.9,106,oxford
1971,4,12,4.3,1,44.8,122.9,oxford
1971,5,17.3,7.4,0,46.3,228.9,oxford
1971,6,16.7,9.4,0,135.8,143.5,oxford
1971,7,23.2,13.1,0,37.3,259.3,oxford
1971,8,20.3,12.7,0,133.2,134.2,oxford
1971,9,19.5,9.8,0,13.4,166.5,oxford
1971,10,15.8,7.4,0,74.2,135.2,oxford
1971,11,9.8,3,7,61.3,102,oxford
1971,12,8.7,4.6,3,24,29.8,oxford
1972,1,6.4,2,6,60.5,41.8,oxford
1972,2,7,2.5,1,50.8,27.3,oxford
1972,3,11.8,2.8,4,63.2,144,oxford
1972,4,12.2,5.4,0,45.8,117.6,oxford
1972,5,15.1,7.4,0,49.8,141.9,oxford
1972,6,16.6,8.8,0,55.8,150.4,oxford
1972,7,21,11.8,0,23.3,168.7,oxford
1972,8,20.7,11.6,0,29.8,160.9,oxford
1972,9,16.5,8.3,0,31,129.1,oxford
1972,10,14.8,7.4,0,25.9,91.6,oxford
1972,11,9.5,3.8,7,65.8,80.6,oxford
1972,12,8.7,3.5,2,74,47.6,oxford
1973,1,6.8,2.1,10,24.4,38.8,oxford
1973,2,7.7,1.3,11,15,74.1,oxford
1973,3,11,2.1,4,10.8,150.7,oxford
1973,4,12.1,4.2,2,42.4,167.7,oxford
1973,5,16.2,8.1,0,71.2,168,oxford
1973,6,20.9,10.9,0,109.3,249.5,oxford
1973,7,20.8,12.2,0,60,171.1,oxford
1973,8,22.5,12.8,0,28.8,192,oxford
1973,9,19.7,11,0,32.7,153.9,oxford
1973,10,12.8,5.5,1,40.8,95.1,oxford
1973,11,9.8,3.2,10,28.3,89.1,oxford
1973,12,8.3,2.3,8,30.9,62.9,oxford
1974,1,9.3,3.6,3,65,56.3,oxford
1974,2,8.7,3.1,4,77.7,58.3,oxford
1974,3,9.3,2.4,6,36.7,101.7,oxford
1974,4,13,3.8,0,4.2,142.1,oxford
1974,5,16.1,6.8,0,31.6,191.4,oxford
1974,6,19.1,10.1,0,78.7,206.2,oxford
1974,7,20.1,12.2,0,41.7,187.8,oxford
1974,8,20.6,11.3,0,97.2,198.7,oxford
1974,9,16.5,9.1,0,156.1,146.5,oxford
1974,10,11,4.9,1,66.4,105.4,oxford
1974,11,10.1,5,0,95.1,52.9,oxford
1974,12,10.6,5.9,0,33.4,58.8,oxford
1975,1,9.8,4.6,1,69.4,44.7,oxford
1975,2,7.9,1.8,4,29.7,57.8,oxford
1975,3,7.8,2.5,6,95.2,72.7,oxford
1975,4,12.8,5.3,4,46.9,131.4,oxford
1975,5,14.3,6.4,0,49,159.1,oxford
1975,6,21.5,9.4,0,18,301,oxford
1975,7,23.8,13.4,0,34.1,242.4,oxford
1975,8,25.1,14.1,0,30.2,218.6,oxford
1975,9,18.7,9.9,0,95.3,147,oxford
1975,10,14.2,6.5,1,11,120.7,oxford
1975,11,9.8,2.5,7,37.9,85.1,oxford
1975,12,7.5,1.7,10,21.7,34.4,oxford
1976,1,8.5,3.4,8,18.9,70.3,oxford
1976,2,7.5,2.3,8,18.8,42.6,oxford
1976,3,9,1.7,11,16,107.8,oxford
1976,4,12.9,4.1,4,8.1,148.7,oxford
1976,5,17.8,8.3,0,44.2,172,oxford
1976,6,24.4,12.6,0,17.1,261.4,oxford
1976,7,25.9,13.2,0,14.3,254.2,oxford
1976,8,24.4,11.4,0,23.9,257.4,oxford
1976,9,18.1,10.5,0,90.7,118.2,oxford
1976,10,14.1,8.3,0,99.5,43.6,oxford
1976,11,9.2,3.4,5,55.9,54.1,oxford
1976,12,4.6,-0.4,13,101.8,58.6,oxford
1977,1,5.4,0.7,11,75.9,35.4,oxford
1977,2,8.9,3.3,4,114.4,74.4,oxford
1977,3,10.5,4.3,4,59.8,87.2,oxford
1977,4,11.6,3.8,4,40.7,157.9,oxford
1977,5,15.7,6.1,0,43.1,217.5,oxford
1977,6,16.7,8.5,0,86.9,123.2,oxford
1977,7,21,12,0,5.8,193.6,oxford
1977,8,19.7,12.2,0,129,123.4,oxford
1977,9,17.5,10.4,0,7.8,101.8,oxford
1977,10,15.4,8.3,0,32.8,107.3,oxford
1977,11,9.6,3.8,7,46.6,102.4,oxford
1977,12,8.9,3.9,2,67.8,45.2,oxford
1978,1,6.2,0.7,11,68.2,53.6,oxford
1978,2,5.5,0.4,15,45.6,58.9,oxford
1978,3,10.8,3.3,3,52.3,128.1,oxford
1978,4,10.2,3.3,5,45.2,113.6,oxford
1978,5,17,7.1,0,48.5,202.8,oxford
1978,6,19.1,9.6,0,39.9,171.7,oxford
1978,7,20,11.5,0,82.4,146.4,oxford
1978,8,20.2,11.4,0,32.6,157.4,oxford
1978,9,19.1,10.6,0,24.4,159.3,oxford
1978,10,16.2,8.1,0,5.4,87.5,oxford
1978,11,11.6,5.5,5,22.8,77.3,oxford
1978,12,7.1,2.2,12,109.5,34.3,oxford
1979,1,3.2,-3.1,23,56.8,72,oxford
1979,2,3.8,-0.9,18,56.2,67.3,oxford
1979,3,8.4,2.1,2,110.3,92.9,oxford
1979,4,12.3,4.8,3,38.9,126.4,oxford
1979,5,15.2,6.8,2,124.8,190.9,oxford
1979,6,19,10.7,0,43.6,166.6,oxford
1979,7,22.5,13,0,16.6,192.2,oxford
1979,8,20.3,11.7,0,60.8,167.4,oxford
1979,9,18.6,9.6,0,17,171,oxford
1979,10,15.5,8,0,59.8,117,oxford
1979,11,10.5,3.9,4,39.4,70,oxford
1979,12,8.9,3.8,3,127.7,59.7,oxford
1980,1,5.3,-0.3,15,36.7,84,oxford
1980,2,9.5,3.2,5,39.8,58.8,oxford
1980,3,8.5,2.3,7,69.8,86.7,oxford
1980,4,13.7,4.9,0,14.1,165.4,oxford
1980,5,16.6,6.3,1,35.5,228.7,oxford
1980,6,19,10.7,0,89.4,186.7,oxford
1980,7,19.7,11.2,0,59.5,168.9,oxford
1980,8,21.2,12.8,0,63.6,169,oxford
1980,9,19.2,12.2,0,65.6,136.4,oxford
1980,10,13,6,0,84.9,111.8,oxford
1980,11,9.1,4.4,3,42.5,61.4,oxford
1980,12,8.5,2.9,7,32.9,64.4,oxford
1981,1,7.3,2.4,8,39.2,50.9,oxford
1981,2,6.2,0.2,15,20.9,75.3,oxford
1981,3,11.1,6.4,0,129.7,57.8,oxford
1981,4,12,4.4,2,43.9,110.4,oxford
1981,5,15.7,8.2,0,87.7,98.3,oxford
1981,6,18.1,10.4,0,26.1,122.8,oxford
1981,7,21.3,12.3,0,34,129,oxford
1981,8,22.2,12.7,0,38.8,199.8,oxford
1981,9,19.8,11,0,92.5,157.3,oxford
1981,10,12.3,5.7,1,64.7,101.9,oxford
1981,11,10.8,4.9,2,31.4,43.7,oxford
1981,12,3.6,-2,18,74,57.5,oxford
1982,1,5.5,-0.1,13,57.2,55,oxford
1982,2,7.9,2.7,5,32,33.8,oxford
1982,3,10.3,2.9,2,96.2,144.7,oxford
1982,4,13.8,4.9,0,27.4,164.4,oxford
1982,5,17.5,7.2,1,35.9,187.2,oxford
1982,6,21.3,12.7,0,69.4,148.4,oxford
1982,7,22,12.8,0,23.5,151.4,oxford
1982,8,21.2,12.9,0,37.9,159.8,oxford
1982,9,20.1,10.6,0,51.9,141,oxford
1982,10,13.6,7.8,0,83.4,66.3,oxford
1982,11,10.8,6.1,4,77.3,68.5,oxford
1982,12,7.7,1.9,9,62.4,60.4,oxford
1983,1,9.8,4.7,2,45.7,54.9,oxford
1983,2,4.8,-0.7,17,23.8,74,oxford
1983,3,10.3,3.3,4,42.5,89.5,oxford
1983,4,11.8,3.7,2,89.5,150.5,oxford
1983,5,14.8,7.8,0,106.3,126.8,oxford
1983,6,19.6,11,0,19.4,180.3,oxford
1983,7,26.8,15.4,0,21.7,257.5,oxford
1983,8,23.5,13.3,0,24,214.5,oxford
1983,9,18,11.1,0,59.4,92.4,oxford
1983,10,14.3,7.7,1,53,119.7,oxford
1983,11,10.4,5.2,6,42.6,44.3,oxford
1983,12,8.7,3.2,8,49.8,62.9,oxford
1984,1,7.5,1.5,7,81.5,86.1,oxford
1984,2,6.4,1,7,35.4,66,oxford
1984,3,8.2,2.4,1,50.3,48.8,oxford
1984,4,13.9,3.4,5,1.6,236.8,oxford
1984,5,14.5,6,0,72,143.4,oxford
1984,6,20.8,10.8,0,30,244.3,oxford
1984,7,23.9,12.2,0,13.6,249.4,oxford
1984,8,23.6,13.6,0,32.7,199.8,oxford
1984,9,17.9,11.2,0,91.1,99.6,oxford
1984,10,15,8.6,1,54.4,88.6,oxford
1984,11,11.3,6,0,101.6,53.8,oxford
1984,12,8.3,2.7,8,44.5,57.6,oxford
1985,1,3.9,-1.9,22,44.4,51.1,oxford
1985,2,5.5,-0.8,15,34.7,78,oxford
1985,3,8.9,1.4,10,36.7,112.4,oxford
1985,4,13.1,5.1,3,32.7,138.3,oxford
1985,5,15.7,7.3,0,80.5,178.3,oxford
1985,6,17.5,9,0,122.5,165,oxford
1985,7,21.6,12.7,0,45.8,216,oxford
1985,8,19,12.1,0,67,164.9,oxford
1985,9,19.4,11.2,0,19.4,143.3,oxford
1985,10,14.5,7.9,0,29.1,100.8,oxford
1985,11,7.4,1.7,10,41.1,86.1,oxford
1985,12,9.4,5.1,5,108.1,44.2,oxford
1986,1,6.7,1.1,9,67.3,76.4,oxford
1986,2,1,-4.1,24,7.3,71.2,oxford
1986,3,9.2,2.1,4,58,127.3,oxford
1986,4,10.2,3.1,2,70.4,139.6,oxford
1986,5,15.7,8,0,70.7,205.6,oxford
1986,6,20.6,10.5,0,22.3,222.7,oxford
1986,7,21.5,12.8,0,37.1,201.2,oxford
1986,8,18.4,11,0,114.3,147,oxford
1986,9,16.6,7.5,0,39,171.6,oxford
1986,10,15.3,7.8,0,75.1,119.7,oxford
1986,11,11.4,5.4,0,78.4,77.9,oxford
1986,12,9.2,3.8,1,64.2,64.8,oxford
1987,1,3,-1.4,20,9.9,68.8,oxford
1987,2,7.1,1,13,34,67.8,oxford
1987,3,8.2,1.5,13,53.9,111.6,oxford
1987,4,15.2,6.6,0,51.4,158.7,oxford
1987,5,15.2,6.5,0,48.7,168.7,oxford
1987,6,17.8,10.4,0,86,129.3,oxford
1987,7,21.2,12.7,0,29.3,179.4,oxford
1987,8,21,12.5,0,34,158.2,oxford
1987,9,18.6,10.9,0,25.4,132.3,oxford
1987,10,14,6.7,1,138.8,109.5,oxford
1987,11,9,4.3,2,58.2,43.9,oxford
1987,12,8,3.7,7,26,42.9,oxford
1988,1,8.1,3.3,4,100,47.7,oxford
1988,2,8.1,2.3,5,33.8,103.7,oxford
1988,3,10.2,3.8,4,59.1,85.2,oxford
1988,4,12.6,4.6,3,30.2,132,oxford
1988,5,17.1,7.8,0,32,178.1,oxford
1988,6,18.7,10.3,0,59.6,142.3,oxford
1988,7,18.9,11.6,0,96.5,138.8,oxford
1988,8,20.4,11.9,0,38.8,178.8,oxford
1988,9,17.9,10.4,0,39.6,136.9,oxford
1988,10,14.5,8,2,38.6,120,oxford
1988,11,9.1,1.6,15,29.5,91.4,oxford
1988,12,10.1,5.4,0,13.4,46.7,oxford
1989,1,9.1,3.6,5,33.4,68.2,oxford
1989,2,9.9,3,4,55.1,107,oxford
1989,3,12,4.6,1,47,100.9,oxford
1989,4,11,3.6,1,63.8,133.9,oxford
1989,5,19.7,8.6,0,29.2,300.8,oxford
1989,6,20.8,10.5,0,45.9,244.4,oxford
1989,7,24.9,14,0,29.4,280.4,oxford
1989,8,23.4,12.4,0,43.3,269.5,oxford
1989,9,19.9,11.9,0,23.8,141.6,oxford
1989,10,15.9,8.9,0,53.9,90.8,oxford
1989,11,9.8,3.2,7,32.5,104.1,oxford
1989,12,8.2,3.3,4,141.5,26.5,oxford
1990,1,10,4.5,1,75,58.3,oxford
1990,2,11.3,5.3,0,94.2,95.7,oxford
1990,3,12.7,5,2,18.4,144.1,oxford
1990,4,13.7,3.3,5,20.4,234.4,oxford
1990,5,19.2,7.8,0,8.7,285,oxford
1990,6,18.2,10.7,0,48.8,121.1,oxford
1990,7,23.8,12.2,0,17.7,268.5,oxford
1990,8,24.7,14,0,26.5,236.6,oxford
1990,9,18.7,9.4,0,41.1,164.7,oxford
1990,10,15.8,9.3,0,45.9,124.4,oxford
1990,11,9.8,4.3,1,20,83.7,oxford
1990,12,6.9,1.7,10,56.3,58.8,oxford
1991,1,6.4,1.2,8,60.9,66.9,oxford
1991,2,4.7,-1.6,18,20.5,60,oxford
1991,3,11.5,5.1,2,46.1,87.2,oxford
1991,4,12.2,4.6,1,56.3,156.6,oxford
1991,5,15.3,7.4,0,8.6,142.9,oxford
1991,6,16.8,9,0,74.8,150,oxford
1991,7,22.2,13.7,0,92.8,217.3,oxford
1991,8,23.2,13.3,0,11.6,241.4,oxford
1991,9,20.2,10.6,0,42.9,165.4,oxford
1991,10,13.4,7.3,0,34.2,79.4,oxford
1991,11,9.9,4.5,2,62.2,57.4,oxford
1991,12,7,1.6,11,15.9,58.4,oxford
1992,1,5.9,1.5,12,30.4,46.8,oxford
1992,2,8.9,2.1,8,22,67.3,oxford
1992,3,11,4.8,1,47.7,73.3,oxford
1992,4,13.2,5.6,2,57.7,139.2,oxford
1992,5,19.7,9.1,0,62.2,262.7,oxford
1992,6,21.4,11.7,0,43.4,212.2,oxford
1992,7,21.1,13.5,0,70.1,164,oxford
1992,8,20.3,12.8,0,108.9,173.6,oxford
1992,9,17.6,10.8,0,106.9,120.2,oxford
1992,10,11.2,5.2,2,75.7,101.3,oxford
1992,11,10.9,4.7,0,119.9,61.5,oxford
1992,12,6.4,1.3,11,50.7,47.2,oxford
1993,1,9.6,3.5,5,82.4,38,oxford
1993,2,7.1,2.4,4,7.1,54.7,oxford
1993,3,11,3.9,3,32.7,135,oxford
1993,4,13.2,6.6,0,69.2,111.9,oxford
1993,5,16.6,8,0,56.6,196.7,oxford
1993,6,20.7,11.5,0,40.1,231.4,oxford
1993,7,20.8,12.3,0,51.3,190,oxford
1993,8,20.5,11.1,0,26.7,238.3,oxford
1993,9,16.7,9.3,0,96.1,107.7,oxford
1993,10,11.9,6,3,112.4,120,oxford
1993,11,8,2.6,8,51,76.3,oxford
1993,12,8.7,3.4,4,98,55,oxford
1994,1,8.5,3.3,2,82.2,87,oxford
1994,2,6.7,1.3,8,62.4,77.6,oxford
1994,3,11.7,5.3,0,41.9,127.6,oxford
1994,4,12.5,5.1,0,52,177.7,oxford
1994,5,15.3,7.6,0,84.5,162.1,oxford
1994,6,20.6,11,0,13.5,254.9,oxford
1994,7,24.8,13.8,0,54.2,248.3,oxford
1994,8,21.1,13,0,52.5,191.8,oxford
1994,9,16.6,10.4,0,62.6,113.1,oxford
1994,10,14.1,6.9,0,67.4,137.5,oxford
1994,11,12.7,8.4,0,55.7,46.7,oxford
1994,12,9.6,3.9,5,74.6,68.2,oxford
1995,1,8.5,2.2,7,116.3,61.8,oxford
1995,2,10.4,4.4,1,66,74.9,oxford
1995,3,10.5,2,6,49.3,198.7,oxford
1995,4,14.3,5.4,3,18.9,190.1,oxford
1995,5,17.8,7.8,0,54.1,233.5,oxford
1995,6,20,10.4,0,6.6,194.4,oxford
1995,7,25.1,13.9,0,37.8,247.6,oxford
1995,8,26.4,13.9,0,4.4,285.1,oxford
1995,9,18.3,10.3,0,98.8,135.3,oxford
1995,10,17.3,10.3,0,33.2,139.9,oxford
1995,11,11.3,5.2,5,98.2,78.1,oxford
1995,12,4.6,0.2,15,99.8,40.9,oxford
1996,1,6.6,3.1,7,35.5,29.3,oxford
1996,2,6.2,-0.1,17,60.8,103.4,oxford
1996,3,8.4,1.8,9,27.1,76.4,oxford
1996,4,13.8,4.8,5,49.3,148.3,oxford
1996,5,14.1,5.6,1,35.7,185.7,oxford
1996,6,21.2,10.2,0,23.7,290.7,oxford
1996,7,23.3,12.7,0,25.5,256.6,oxford
1996,8,22.4,12.5,0,53.1,211.6,oxford
1996,9,18.4,10.3,0,16.1,125.3,oxford
1996,10,15.8,8.6,0,33,130.8,oxford
1996,11,9.6,2.9,10,81.6,101,oxford
1996,12,5.5,0.9,13,16.2,55.5,oxford
1997,1,5.1,-0.2,16,11.9,51.4,oxford
1997,2,10.4,4.2,3,76.5,64.2,oxford
1997,3,13.3,5.5,0,7.2,150.2,oxford
1997,4,14.5,4.9,2,17.5,189.9,oxford
1997,5,17.4,7.4,1,61.2,261.4,oxford
1997,6,18.9,11.3,0,66.7,137.1,oxford
1997,7,22.8,12.9,0,25.4,231.7,oxford
1997,8,24.9,15.7,0,104.2,172,oxford
1997,9,19.7,10.7,0,18.5,169.7,oxford
1997,10,14.9,6.6,6,57.2,153.8,oxford
1997,11,11.7,6.1,1,94.6,47.1,oxford
1997,12,9,3.6,6,58.7,55.7,oxford
1998,1,8.3,2.9,9,60,64,oxford
1998,2,11.5,4.1,4,8.7,113,oxford
1998,3,11.8,5.4,1,57.4,77.5,oxford
1998,4,11.9,5.1,1,107.7,105.8,oxford
1998,5,18.7,9.1,0,20.9,199.8,oxford
1998,6,19.1,11.5,0,75.9,114,oxford
1998,7,21,12.4,0,29.5,157,oxford
1998,8,22.4,11.9,0,26.8,225,oxford
1998,9,19.6,11.8,0,119.4,133.8,oxford
1998,10,14.4,8.2,0,116.4,94.5,oxford
1998,11,9.3,2.2,7,69.9,66.3,oxford
1998,12,9.4,3.2,8,72.7,38.1,oxford
1999,1,9,3.4,4,91.9,51.1,oxford
1999,2,8.6,2.9,5,32.9,81.3,oxford
1999,3,11.6,4.8,1,28.8,97.4,oxford
1999,4,14.3,6.1,2,57.6,147.6,oxford
1999,5,18.2,9.7,0,50.9,153.6,oxford
1999,6,19.7,10.1,0,65.3,202.1,oxford
1999,7,24.2,13.3,0,7.2,235.4,oxford
1999,8,21.6,12.9,0,98.3,159.2,oxford
1999,9,20.8,12.4,0,102.1,155.2,oxford
1999,10,15.1,7.1,0,70.8,144.8,oxford
1999,11,10.8,5.3,0,41.1,81.1,oxford
1999,12,8.3,1.7,9,89.8,60.9,oxford
2000,1,8.1,2,9,19.8,82.1,oxford
2000,2,10.2,3.8,3,78.3,104.9,oxford
2000,3,11.7,4.2,2,11.9,112.6,oxford
2000,4,12.4,4.8,2,137.2,143.4,oxford
2000,5,17.2,8.6,0,67.7,189.8,oxford
2000,6,20.5,12.2,0,19.4,164.6,oxford
2000,7,20.8,12.3,0,28.5,161.2,oxford
2000,8,22.7,13.3,0,58.3,209.4,oxford
2000,9,19.2,12.1,0,87.2,126.1,oxford
2000,10,14.3,8.2,0,119.5,83.9,oxford
2000,11,10.6,4.8,0,99.1,69.2,oxford
2000,12,8.6,4.2,7,99.8,51.9,oxford
2001,1,6.4,1.2,13,57.4,83.3,oxford
2001,2,8.8,2,10,68.6,85,oxford
2001,3,9,3.1,5,75.1,74.1,oxford
2001,4,12.9,4.8,0,72.7,148.2,oxford
2001,5,18.5,7.9,0,35.5,198.3,oxford
2001,6,20.7,10.6,0,23.1,226.8,oxford
2001,7,23.4,13.4,0,57.2,206.1,oxford
2001,8,22.7,12.9,0,92,184.1,oxford
2001,9,17.9,10.5,0,35,123,oxford
2001,10,17,11.1,0,92.4,100.9,oxford
2001,11,11.2,3.9,5,38.5,86.9,oxford
2001,12,6.8,0.2,17,29.5,79.2,oxford
2002,1,9.2,3.4,5,57.4,44.4,oxford
2002,2,11.1,4.4,3,70.9,80.5,oxford
2002,3,12.4,4.6,3,33,101.1,oxford
2002,4,15.2,5.2,0,43,210,oxford
2002,5,16.8,8.4,0,58.3,177.5,oxford
2002,6,20,10.3,0,42.4,163.3,oxford
2002,7,22.1,12,0,89.6,178.8,oxford
2002,8,22.8,12.9,0,53.2,166.2,oxford
2002,9,19.7,10,0,24.8,167.1,oxford
2002,10,14.8,7.1,1,109.4,104.8,oxford
2002,11,11.8,6.4,0,133.4,52.3,oxford
2002,12,8.9,4.1,4,98.1,41.3,oxford
2003,1,7.6,1.8,11,81.4,87.7,oxford
2003,2,8.4,0.6,15,17.3,94.4,oxford
2003,3,13.3,2.7,8,25.2,154.8,oxford
2003,4,15.3,4.6,5,36.8,169.8,oxford
2003,5,17.5,8.1,0,48.1,191.2,oxford
2003,6,22.4,11.8,0,55.5,213.6,oxford
2003,7,23.7,13.4,0,53.8,192,oxford
2003,8,25.5,13.5,0,3,228.4,oxford
2003,9,21.3,8.1,0,17.4,175.3,oxford
2003,10,14,3.9,5,31.7,134.8,oxford
2003,11,12,5.7,1,89.6,78.9,oxford
2003,12,8.7,1.8,10,70.7,53.6,oxford
2004,1,8.8,2.7,9,66.1,62.7,oxford
2004,2,8.7,2.9,11,25.5,79.1,oxford
2004,3,10.9,3.4,2,51.8,101.5,oxford
2004,4,14.7,6.2,0,68.8,150.3,oxford
2004,5,18,8.6,0,41.1,195.5,oxford
2004,6,21.8,12,0,23.8,223.6,oxford
2004,7,22,12.2,0,83.1,169.5,oxford
2004,8,23.4,14.2,0,135,194.1,oxford
2004,9,20.1,11.7,0,28.9,174.4,oxford
2004,10,14.7,8.6,0,131.4,102.4,oxford
2004,11,10.9,5.8,1,34.2,52.4,oxford
2004,12,8.6,2.8,6,37.7,58.3,oxford
2005,1,9.4,3.8,2,18.2,65.4,oxford
2005,2,7.3,2.1,10,20,66.3,oxford
2005,3,11.2,4.7,6,44.5,79.3,oxford
2005,4,14.3,5.7,1,50.2,136.3,oxford
2005,5,17.2,7.6,0,31.5,226.4,oxford
2005,6,21.6,12,0,93.4,177.6,oxford
2005,7,22.3,13.4,0,34.9,192,oxford
2005,8,23.1,12.2,0,31.3,235.7,oxford
2005,9,20.9,11.9,0,38.5,155.4,oxford
2005,10,17.1,10.9,0,53.4,92,oxford
2005,11,9.9,3.1,11,38.6,88,oxford
2005,12,7.7,1.8,11,50.2,55.7,oxford
2006,1,7.2,2.2,8,16.6,54.9,oxford
2006,2,6.6,0.8,12,33,73.1,oxford
2006,3,9.2,2,10,59.3,95.5,oxford
2006,4,13.9,5.4,2,36.3,152.5,oxford
2006,5,17.6,9,0,104.7,165.7,oxford
2006,6,23.1,11.7,0,5.3,246.2,oxford
2006,7,27.1,14.9,0,87.3,303.7,oxford
2006,8,21.8,13.1,0,58.7,167.2,oxford
2006,9,22.1,13.5,0,90.8,156.5,oxford
2006,10,17.2,10.6,0,118,109,oxford
2006,11,12.1,5.1,4,86.4,101.2,oxford
2006,12,9.4,4.3,6,68.7,42.7,oxford
2007,1,10.4,4.8,4,73.3,79.8,oxford
2007,2,9.7,3.7,7,81,67.6,oxford
2007,3,12,3.7,2,36.9,165.4,oxford
2007,4,17.8,5.6,0,1.8,210.7,oxford
2007,5,17.5,7.1,0,135.2,165.5,oxford
2007,6,20.5,11.3,0,78.8,149,oxford
2007,7,20.6,12.2,0,105.5,195.1,oxford
2007,8,21.7,12,0,38.2,209.2,oxford
2007,9,19.2,10.3,0,17.7,142.6,oxford
2007,10,15.1,7.9,0,68.9,102.5,oxford
2007,11,11.3,4.3,4,56,86.9,oxford
2007,12,8.3,2.4,11,60.6,57.2,oxford
2008,1,10.3,4.7,0,81.6,62.4,oxford
2008,2,10.5,1.7,11,16.9,124.1,oxford
2008,3,10.6,3.5,2,90.3,115.2,oxford
2008,4,13.1,4.7,3,46.9,161.2,oxford
2008,5,18.7,9.5,0,106.6,173.2,oxford
2008,6,20.1,11.1,0,67.3,223.8,oxford
2008,7,22,12.8,0,90,198.5,oxford
2008,8,20.8,13.9,0,77,141.8,oxford
2008,9,17.8,10.2,0,73.5,113.5,oxford
2008,10,14.6,5.7,1,39.3,132.2,oxford
2008,11,10.1,4.8,3,94.2,67,oxford
2008,12,6.9,1.3,11,37.3,73.5,oxford
2009,1,6.3,0.2,16,47.8,69.3,oxford
2009,2,7.9,2,10,54.5,64.5,oxford
2009,3,12.4,3.2,3,20.2,161.4,oxford
2009,4,15.6,6.1,0,36,168.4,oxford
2009,5,18.2,8.3,0,44.8,226.1,oxford
2009,6,22,10.7,0,49.3,203.3,oxford
2009,7,22.4,13.1,0,72.8,212.3,oxford
2009,8,22.7,13.3,0,46.6,190.6,oxford
2009,9,20.2,10.6,0,9,163.7,oxford
2009,10,16.2,8.4,0,44.4,109.7,oxford
2009,11,12.5,7,0,105.2,73.5,oxford
2009,12,6.8,0.8,12,89.9,61.5,oxford
2010,1,4.7,-1,17,56.4,68.2,oxford
2010,2,7.1,1.3,7,79.8,59.3,oxford
2010,3,11.3,3.2,8,47.6,130.2,oxford
2010,4,15.8,4.9,0,25.5,209.5,oxford
2010,5,17.6,7.3,0,28.6,207.4,oxford
2010,6,23,11.1,0,34.5,230.5,oxford
2010,7,23.9,14.2,0,17.9,181,oxford
2010,8,21.4,12.1,0,146.2,141.7,oxford
2010,9,18.8,10.3,0,52.5,123.1,oxford
2010,10,14.5,7.4,2,43.4,123.5,oxford
2010,11,8.2,2.9,10,38.6,53.6,oxford
2010,12,2.7,-2.2,25,32.7,25.8,oxford
2011,1,7,1.9,12,58.8,49.3,oxford
2011,2,10.4,4.4,1,49.3,34.2,oxford
2011,3,12.4,3.2,5,9.3,141.5,oxford
2011,4,19.4,7.3,0,0.5,211.4,oxford
2011,5,18.9,8.4,0,42.5,208.7,oxford
2011,6,19.3,10.2,0,54.1,188.5,oxford
2011,7,21.4,10.2,0,43.1,179.4,oxford
2011,8,20.7,11.4,0,65.6,157.8,oxford
2011,9,20.7,10.7,0,31.8,151.7,oxford
2011,10,17.2,9.5,0,26.3,130.6,oxford
2011,11,13.5,6.3,1,28.4,64.8,oxford
2011,12,9.3,3.1,4,71.2,62.6,oxford
